id,zipcode,floors,housetype,garage,lotarea,livingarea,Nbathroom,yearbuilt,yrremodeled,yearsale,monthsale,price
3118,27137,2,Detached,,1778,2025,1,1962,,2003,1,343000
3119,27137,2,Detached,226,1776,2310,2,1968,,2000,10,382000
3120,27134,1,Bungalow,,903,706,1,1977,,2001,2,105000
3121,27127,2,Farm,,1548,2107,2,1989,,2000,7,299500
3122,27131,1,Bungalow,,1444,953,1,1989,,2002,5,278500
3123,27134,1,Bungalow,,685,504,1,1970,1984,2002,2,77500
3124,27131,3,Detached,232,2176,3420,3,1969,,2000,3,538500
3125,27134,2,Town,,1171,1783,3,1966,,1996,12,255000
3126,27137,2,Detached,,1774,1744,2,1974,,2001,11,351000
3127,27133,3,Detached,257,2937,4464,3,1960,1980,1999,5,732000
3128,27119,2,Farm,200,2566,2890,3,1970,1987,2002,3,579500
3129,27131,2,Ranch,,1014,1314,2,1965,,2000,9,195000
3130,27133,1,Bungalow,193,1574,876,1,1975,,1997,5,213000
3131,27134,2,Detached,,814,1227,2,1984,,2002,3,182000
3132,27121,3,Town,225,1698,3277,3,1970,1987,2002,6,710000
3133,27127,1,Bungalow,,1082,728,1,1968,,2001,9,89500
3134,27137,2,Farm,,1711,1947,3,1962,,2003,10,330500
3135,27134,1,Bungalow,,990,680,1,1983,,2000,8,117000
3136,27119,2,Cottage,213,2494,2340,2,1985,,2001,9,529500
3137,27134,1,Bungalow,,1660,1117,1,1987,,2002,8,202000
3138,27119,2,Detached,305,2807,2698,2,1966,1987,1997,10,564500
3139,27133,2,Town,,717,1183,2,1978,,2000,11,155000
3140,27137,2,Cottage,287,2282,2526,2,1964,1984,1998,2,457000
3141,27133,2,Detached,,1459,2152,2,1969,,2002,7,237000
3142,27134,1,Bungalow,,1267,866,1,1975,,2002,1,137000
3143,27131,2,Detached,286,2365,2663,2,1979,,2004,8,524500
3144,27127,2,Cottage,,1352,1818,2,1964,,1996,10,167000
3145,27115,1,Bungalow,,1354,643,1,1965,1980,1998,3,217000
3146,27134,1,Bungalow,,1335,881,1,1968,,2004,4,129000
3147,27119,2,Detached,,687,1066,1,1989,,1997,10,242000
3148,27131,3,Detached,197,2801,4207,3,1981,,2002,4,874500
3149,27121,2,Farm,,838,1076,2,1969,,2003,5,210000
3150,27127,1,Bungalow,,805,657,1,1969,,1999,7,83500
3151,27131,3,Detached,195,1695,2748,3,1986,,1998,5,573000
3152,27127,1,Bungalow,,1352,1118,1,1973,,2004,10,149500
3153,27127,2,Farm,,981,1661,2,1975,,2000,9,186500
3154,27115,2,Detached,215,1821,1561,2,1974,1988,2000,3,451000
3155,27133,2,Detached,,1569,2045,2,1984,,1999,9,302000
3156,27119,2,Detached,203,2052,1988,2,1974,,1996,8,357000
3157,27131,3,Detached,267,2204,3779,3,1976,,1998,6,607500
3158,27119,3,Town,,894,1797,3,1967,,2001,4,261000
3159,27131,1,Bungalow,,963,686,1,1984,,2003,10,189500
3160,27119,2,Detached,,926,1359,2,1966,,2004,12,227000
3161,27115,2,Town,391,2584,2682,2,1989,,1997,5,827000
3162,27119,2,Detached,,1333,1608,2,1967,,2000,7,268500
3163,27127,1,Bungalow,,1181,936,1,1972,,2000,11,119500
3164,27137,2,Town,,1969,2160,2,1963,,1996,2,340000
3165,27134,2,Ranch,,1616,2352,2,1974,,2002,10,292000
3166,27131,1,Bungalow,,883,667,1,1980,,1999,10,153500
3167,27119,3,Town,,2029,3412,3,1960,1987,2002,9,630000
3168,27127,2,Farm,,1015,1690,2,1964,1985,1997,12,183500
3169,27115,3,Detached,,1470,2020,3,1971,,2004,4,423500
3170,27131,3,Detached,,872,1753,3,1967,,1997,7,260500
3171,27131,2,Detached,232,2003,2207,3,1981,,1995,3,430500
3172,27134,2,Town,,1265,1832,2,1965,,2004,11,199000
3173,27133,2,Cottage,,947,1408,2,1988,,2004,7,212000
3174,27115,2,Town,338,2565,2173,2,1966,,1996,8,506500
3175,27121,3,Town,385,3200,4507,3,1984,,1998,2,1072000
3176,27127,1,Bungalow,,1220,869,1,1977,,2000,2,124500
3177,27137,1,Bungalow,,765,512,1,1961,,1996,3,89500
3178,27131,2,Town,331,2548,2944,2,1962,1977,1997,11,528000
3179,27133,1,Bungalow,,759,573,1,1968,1981,2000,10,83000
3180,27133,2,Town,,1293,1720,2,1971,,2000,1,210000
3181,27127,1,Bungalow,,1354,1076,1,1979,,1999,2,151000
3182,27134,2,Farm,,1168,1478,2,1966,1988,1997,12,252000
3183,27137,1,Bungalow,205,1702,922,1,1989,,1999,11,295000
3184,27119,2,Ranch,,2109,2338,1,1974,,2000,2,412500
3185,27137,1,Bungalow,,1095,590,1,1987,,2001,5,191500
3186,27137,2,Detached,,1873,1868,2,1967,1989,1999,4,372500
3187,27133,1,Bungalow,,1412,694,1,1971,,1995,9,173500
3188,27115,2,Cottage,440,3659,2660,2,1982,,1995,7,750000
3189,27115,2,Detached,,1087,1490,1,1968,,2003,12,298000
3190,27127,1,Bungalow,,714,568,1,1987,,1995,8,94500
3191,27119,2,Detached,,1147,1448,2,1967,1981,1998,1,245500
3192,27121,3,Ranch,353,3081,3644,3,1974,,1996,7,717000
3193,27131,2,Detached,276,2003,2369,2,1976,,1998,6,439500
3194,27133,2,Detached,,1687,1929,3,1976,,1998,8,380500
3195,27115,3,Detached,298,3057,3318,3,1982,,1996,1,839500
3196,27119,3,Detached,336,3054,4357,3,1984,,1999,4,857500
3197,27133,2,Town,244,3316,2886,1,1963,,1997,6,526000
3198,27137,3,Detached,,1362,2718,3,1974,,2002,8,479500
3199,27115,2,Farm,228,2390,1751,2,1968,,1999,1,404500
3200,27134,2,Detached,,1302,2113,2,1969,1987,1999,7,329000
3201,27134,2,Town,,790,1207,1,1962,,2004,12,132000
3202,27137,1,Bungalow,215,1822,987,1,1976,,2001,8,240000
3203,27119,2,Detached,200,1736,1674,1,1977,,2000,4,321500
3204,27131,3,Detached,224,1832,3418,3,1985,,1997,1,655000
3205,27115,2,Town,407,4178,3370,2,1962,1975,1999,12,849000
3206,27137,2,Detached,,1315,1389,2,1973,,2000,6,242000
3207,27134,1,Bungalow,,1218,820,1,1961,1976,1999,12,120500
3208,27133,3,Detached,295,2364,4637,3,1982,,1997,10,930500
3209,27115,2,Detached,320,1945,2107,2,1981,,2002,1,577000
3210,27119,2,Town,,1981,2241,1,1967,1982,2000,2,438500
3211,27121,2,Detached,,893,1133,3,1972,1989,1995,5,261000
3212,27137,1,Bungalow,,1210,785,1,1961,1981,2003,3,170500
3213,27121,3,Cottage,,2070,2690,3,1974,1987,1997,2,631500
3214,27121,2,Town,211,2818,2247,2,1972,,2000,3,501500
3215,27133,2,Detached,,1313,1754,2,1974,,1999,10,209500
3216,27115,3,Detached,258,2468,2644,3,1973,,1998,11,619500
3217,27137,3,Town,,1433,2140,3,1967,,2002,4,349500
3218,27133,2,Town,,1630,2351,1,1979,,2002,12,298000
3219,27121,2,Detached,302,3247,2971,3,1982,,2002,7,736500
3220,27115,2,Cottage,,1474,1634,3,1978,,1997,9,411000
3221,27115,3,Detached,,1228,1732,3,1974,,2000,10,360500
3222,27137,2,Town,,929,1229,3,1971,,1996,3,208000
3223,27137,2,Detached,214,2123,2206,2,1971,1983,1998,12,459500
3224,27115,2,Detached,,1085,1540,3,1981,,1999,9,420000
3225,27134,1,Bungalow,,886,651,1,1971,1988,2001,12,105000
3226,27115,3,Town,390,4248,5140,3,1972,,2003,2,1119000
3227,27115,2,Town,252,1665,1873,2,1971,,1998,4,417500
3228,27115,3,Cottage,,1203,2399,3,1971,,2003,8,461000
3229,27127,2,Farm,,867,1310,2,1976,,1996,1,138500
3230,27137,2,Detached,251,2355,2449,3,1969,,2003,4,427500
3231,27137,3,Town,192,2441,3426,3,1987,,1997,7,728000
3232,27131,1,Bungalow,276,3045,1387,1,1983,,2004,3,411000
3233,27127,1,Bungalow,,1091,795,1,1974,,2003,5,114500
3234,27134,2,Cottage,,761,1034,2,1964,1980,2003,12,129500
3235,27119,2,Town,314,2213,2713,3,1976,,2003,9,531500
3236,27127,1,Bungalow,,1466,1134,1,1982,,2003,3,178500
3237,27137,2,Detached,193,1744,2498,2,1988,,1996,7,531000
3238,27133,2,Farm,,1402,1969,2,1979,,2000,6,269500
3239,27121,3,Detached,279,2508,3902,3,1966,,2000,11,759000
3240,27133,2,Town,197,1290,1731,3,1973,,1998,4,298000
3241,27133,2,Ranch,,952,1363,2,1968,,2003,5,149500
3242,27137,2,Cottage,,713,1028,1,1987,,1996,5,210000
3243,27131,2,Town,,964,1263,3,1984,,2003,11,278500
3244,27133,2,Farm,,1465,1999,2,1972,,2001,5,233000
3245,27119,2,Town,,1251,1382,2,1981,,2001,3,285000
3246,27134,2,Cottage,,627,1064,2,1982,,2004,11,151500
3247,27137,1,Bungalow,240,2114,1240,1,1961,,1996,3,233000
3248,27137,1,Bungalow,270,2491,1450,1,1964,,1998,10,290000
3249,27127,1,Bungalow,,1521,1149,1,1961,,1997,9,119500
3250,27115,3,Detached,500,2919,5034,3,1980,,2002,7,1177000
3251,27115,2,Cottage,214,1257,1317,3,1962,1981,2000,2,332500
3252,27133,2,Town,,1427,2330,2,1979,,2004,6,310500
3253,27121,2,Cottage,254,2420,2466,1,1962,,1996,12,471000
3254,27127,1,Bungalow,,1210,825,1,1986,,2002,7,144500
3255,27133,3,Town,,781,1551,3,1987,,1998,1,346500
3256,27119,1,Bungalow,,1104,611,1,1985,,2003,5,189000
3257,27137,2,Detached,,994,1061,1,1969,,1995,10,181500
3258,27121,1,Bungalow,349,2657,1255,1,1988,,1996,7,459000
3259,27127,2,Cottage,,759,1187,1,1978,,1998,6,132500
3260,27127,2,Farm,,1369,2255,2,1987,,1997,7,287500
3261,27133,2,Farm,,714,1148,1,1965,1988,2003,2,147500
3262,27133,2,Detached,,1762,1714,2,1981,,1999,4,403500
3263,27131,2,Ranch,,1000,1107,1,1974,,1995,4,204500
3264,27119,3,Detached,,1184,2340,3,1968,,1998,4,348500
3265,27137,2,Detached,,1319,1505,3,1984,,1998,5,349000
3266,27119,2,Detached,209,2088,2069,2,1982,,2004,3,437500
3267,27131,3,Cottage,191,1420,2786,3,1984,,2000,6,515500
3268,27121,2,Detached,288,2772,2220,1,1975,,1996,8,486500
3269,27133,1,Bungalow,,1038,681,1,1962,,2000,12,89500
3270,27137,2,Detached,,1232,1545,1,1979,,1995,7,311000
3271,27134,1,Bungalow,,1329,719,1,1984,,1996,1,182500
3272,27133,1,Bungalow,,1451,1005,1,1973,,2002,1,150500
3273,27137,2,Cottage,,1355,1713,2,1964,,2004,12,264000
3274,27115,1,Bungalow,500,3128,1648,1,1981,,1997,5,521500
3275,27134,2,Detached,196,1692,2031,3,1974,,1997,12,317500
3276,27131,1,Bungalow,230,2461,1245,1,1988,,1997,1,399000
3277,27133,2,Farm,,1306,1816,1,1987,,2004,9,278000
3278,27137,2,Detached,,671,1007,3,1967,1981,2004,7,182000
3279,27133,3,Town,279,2073,4188,3,1961,1975,1997,1,610500
3280,27121,3,Detached,403,3624,4235,3,1969,,1996,6,854500
3281,27127,2,Farm,,1513,2283,1,1981,,1998,2,267500
3282,27133,3,Town,,815,1914,3,1986,,1997,2,358500
3283,27121,2,Detached,,1241,1740,2,1973,,1995,8,361500
3284,27134,2,Town,,702,1117,2,1974,,2004,2,135000
3285,27133,2,Cottage,,1283,1873,2,1985,,2000,4,255500
3286,27134,2,Farm,,833,1255,2,1966,,2004,7,140500
3287,27119,2,Detached,290,2191,2441,2,1968,,2004,6,428500
3288,27127,2,Cottage,,1181,2004,2,1987,,2000,11,263000
3289,27115,1,Bungalow,,1204,574,1,1979,,1995,4,202500
3290,27115,1,Bungalow,295,3768,1682,1,1974,,1998,5,500000
3291,27134,1,Bungalow,,1336,810,1,1969,1985,1996,1,157000
3292,27115,2,Ranch,201,1922,2269,2,1967,,2002,8,515500
3293,27131,2,Detached,,1592,1608,2,1973,,1999,9,300000
3294,27134,2,Farm,,853,1261,2,1967,,2003,6,145500
3295,27131,3,Town,,1619,3662,3,1975,,1997,10,610500
3296,27119,3,Detached,,1259,2795,3,1962,,2003,12,371000
3297,27137,1,Bungalow,,959,710,1,1961,1979,2000,8,148500
3298,27119,2,Cottage,,988,1032,2,1964,,1999,2,158000
3299,27121,1,Bungalow,276,3488,1546,1,1967,,1996,6,408000
3300,27137,2,Cottage,,816,1083,2,1983,,2001,11,217000
3301,27133,2,Farm,,1161,1504,1,1963,1984,2001,9,191500
3302,27134,2,Town,,1409,2097,2,1973,,2003,4,253000
3303,27134,1,Bungalow,,613,503,1,1987,,2001,3,89000
3304,27119,1,Bungalow,327,3066,1405,1,1976,,1999,3,378000
3305,27131,2,Cottage,,1299,1850,1,1975,,2001,11,334500
3306,27131,1,Bungalow,236,1708,1090,1,1968,,1997,11,220000
3307,27133,2,Town,,1288,1926,2,1970,1985,2001,9,241000
3308,27119,3,Detached,230,1935,4070,3,1970,1989,1999,10,719000
3309,27133,3,Ranch,,1014,2344,3,1984,,1995,9,496000
3310,27131,2,Farm,264,2660,2458,2,1960,,1995,8,402500
3311,27121,1,Bungalow,254,2656,1136,1,1978,,1995,10,353000
3312,27131,2,Farm,206,2739,2813,2,1978,,2003,1,539500
3313,27134,1,Bungalow,,1364,993,1,1960,1974,2004,7,135500
3314,27137,2,Detached,,1126,1409,2,1988,,1997,2,318500
3315,27119,1,Bungalow,274,3125,1442,1,1983,,1997,9,418000
3316,27137,2,Detached,,966,1238,2,1974,,2003,9,218000
3317,27121,3,Town,279,1674,2890,3,1962,1983,2001,10,606500
3318,27115,3,Detached,217,1997,3286,3,1980,,2000,10,819500
3319,27137,2,Ranch,248,1547,2073,1,1983,,2001,1,420000
3320,27137,2,Detached,,1561,1733,2,1984,,2003,11,406500
3321,27119,2,Town,,1293,1544,1,1972,,2001,1,275500
3322,27131,3,Town,,1012,1747,3,1979,,1997,10,319500
3323,27137,3,Ranch,336,2258,4212,3,1986,,2004,3,898500
3324,27133,2,Ranch,,1400,1352,2,1962,,1996,12,226000
3325,27134,2,Town,,1477,2261,2,1969,,2001,5,251500
3326,27119,2,Cottage,,1991,2470,2,1979,,2002,7,488000
3327,27134,2,Cottage,,880,1476,2,1962,1983,2002,2,170500
3328,27134,2,Town,,1064,1481,1,1976,,1998,11,231000
3329,27137,3,Town,,1372,2326,3,1979,,1995,4,442000
3330,27131,2,Town,253,1930,2193,1,1961,1978,2002,8,397000
3331,27137,2,Farm,,1179,1598,2,1964,1981,2000,3,296000
3332,27137,2,Detached,,2092,2156,1,1965,1977,1999,1,361500
3333,27131,3,Detached,,868,1880,3,1967,,2002,9,277500
3334,27119,3,Detached,,1208,1931,3,1979,,2000,3,370000
3335,27137,2,Cottage,192,1688,1857,2,1985,,1998,6,409500
3336,27133,2,Detached,,906,1453,2,1977,,2003,10,176000
3337,27134,2,Cottage,,758,1116,2,1981,,2001,9,153000
3338,27134,1,Bungalow,,1483,1170,1,1981,,1999,8,180500
3339,27127,2,Cottage,,972,1473,2,1978,,1998,8,163500
3340,27137,3,Detached,,870,1888,3,1981,,2002,2,353500
3341,27134,2,Farm,,660,1024,2,1961,,2002,6,101500
3342,27137,1,Bungalow,197,1473,854,1,1960,,1996,6,170500
3343,27133,2,Ranch,,926,1529,1,1989,,2004,5,228000
3344,27137,2,Detached,,1456,1717,3,1988,,2000,5,423500
3345,27137,2,Detached,221,2020,1890,2,1973,1986,1998,5,416000
3346,27127,2,Farm,,1292,1930,2,1987,,1998,6,267500
3347,27134,1,Bungalow,,1525,954,1,1972,,1997,12,185000
3348,27134,2,Detached,,1214,1737,3,1981,,1997,4,305500
3349,27137,2,Farm,,2057,2416,2,1981,,2001,12,490000
3350,27137,2,Detached,,1450,1457,2,1975,,2003,1,298500
3351,27134,2,Detached,,1253,1800,1,1970,,2002,3,200000
3352,27134,2,Farm,,1268,1406,2,1979,,1999,4,260500
3353,27121,2,Detached,,1564,1693,2,1981,,2003,5,385000
3354,27115,3,Detached,343,3412,4045,3,1975,,2004,6,974000
3355,27134,1,Bungalow,,816,604,1,1971,,1999,11,81000
3356,27133,2,Cottage,,930,1257,1,1963,,2002,9,134000
3357,27134,2,Detached,,1348,1708,3,1985,,1995,11,348000
3358,27134,2,Farm,,1318,2190,2,1975,1988,2003,12,282000
3359,27119,2,Detached,,1025,1185,2,1989,,2002,12,306500
3360,27137,2,Detached,,1084,1141,3,1971,,1999,7,212000
3361,27121,1,Bungalow,,1852,805,1,1965,,1998,7,213500
3362,27119,2,Cottage,,1530,2145,1,1971,,2004,12,379000
3363,27137,2,Town,,1247,1247,3,1971,,2003,4,230000
3364,27133,2,Farm,,1725,2359,2,1982,,2003,3,330000
3365,27131,1,Bungalow,,999,753,1,1966,,1996,9,129000
3366,27137,2,Farm,301,2655,2694,1,1977,,1999,1,514500
3367,27137,2,Ranch,,2896,2963,2,1987,,2004,8,737500
3368,27119,3,Cottage,,1172,2350,3,1967,,1998,10,355000
3369,27115,2,Detached,239,1761,1868,2,1984,,2002,2,489000
3370,27137,3,Cottage,331,2481,4350,3,1972,,2004,12,751500
3371,27133,2,Detached,203,2573,2918,3,1989,,1998,12,709000
3372,27131,2,Detached,,1327,1970,2,1976,,1998,1,361000
3373,27131,2,Detached,,1095,1613,2,1988,,2001,10,345500
3374,27133,2,Town,192,2110,1975,2,1984,,1996,9,504000
3375,27119,1,Bungalow,,1893,949,1,1976,,2001,9,250500
3376,27119,2,Cottage,,1159,1729,2,1973,,1995,9,309500
3377,27133,2,Cottage,251,2656,3052,2,1963,,1996,2,525500
3378,27119,1,Bungalow,214,2349,1243,1,1972,,1995,10,275000
3379,27137,3,Detached,229,2502,3438,3,1972,,1996,5,534000
3380,27133,1,Bungalow,,1375,727,1,1985,,1997,12,241500
3381,27119,1,Bungalow,,1228,745,1,1971,,1996,4,149500
3382,27134,2,Farm,,991,1091,2,1989,,1997,5,235500
3383,27121,2,Detached,247,1633,2119,3,1970,,2000,3,404500
3384,27134,2,Town,,1456,1888,2,1962,1977,2003,11,216000
3385,27134,2,Detached,,1092,1381,2,1960,,1996,1,177500
3386,27131,1,Bungalow,329,3120,1386,1,1975,,1995,1,331500
3387,27115,3,Detached,,1133,1588,3,1970,,1997,8,306500
3388,27115,1,Bungalow,353,3284,1332,1,1966,,2000,2,377500
3389,27131,2,Detached,190,1713,1677,2,1970,1986,1997,11,342000
3390,27137,2,Ranch,,1922,2381,3,1962,,1995,1,335000
3391,27131,3,Detached,199,2427,3667,3,1970,,2002,10,603500
3392,27131,2,Cottage,,1544,1535,3,1977,,1997,6,311000
3393,27133,2,Farm,,1453,2313,2,1982,,2003,5,311000
3394,27127,2,Detached,,1539,2114,2,1967,,1998,10,213500
3395,27133,2,Farm,,967,1554,1,1960,1980,2004,7,171500
3396,27119,2,Detached,235,1932,2689,2,1960,,1999,10,365000
3397,27127,2,Cottage,,1154,1620,2,1972,,1999,12,168000
3398,27133,2,Detached,253,3450,3049,2,1967,,1999,2,550000
3399,27121,1,Bungalow,409,3067,1439,1,1962,,2002,2,354500
3400,27121,2,Detached,444,4206,3234,3,1981,,2001,3,844500
3401,27134,2,Town,,861,1226,1,1969,,2003,11,150000
3402,27131,1,Bungalow,,1562,1039,1,1985,,1996,3,263500
3403,27134,1,Bungalow,,1073,725,1,1986,,1998,4,168500
3404,27137,2,Ranch,213,1992,1979,2,1973,,1999,8,376000
3405,27119,2,Farm,293,1917,2549,1,1987,,2001,9,595500
3406,27127,2,Farm,,977,1451,1,1985,,2003,12,194000
3407,27133,2,Farm,,1419,1981,1,1964,1985,2004,1,239500
3408,27131,3,Detached,,905,1536,3,1986,,2000,12,328500
3409,27134,2,Cottage,,1532,2400,2,1974,,1999,5,356500
3410,27119,3,Detached,,1277,3027,3,1964,,1995,12,425500
3411,27121,2,Farm,,1531,1457,2,1975,,2003,3,351000
3412,27137,2,Detached,,1835,2769,1,1980,,1999,10,515000
3413,27127,2,Cottage,,1445,1968,2,1987,,1998,1,279500
3414,27131,1,Bungalow,,1261,980,1,1965,,2000,11,183000
3415,27115,1,Bungalow,391,3548,1278,1,1989,,2001,6,570000
3416,27115,3,Detached,474,2992,5207,3,1960,,1995,12,941500
3417,27137,2,Cottage,,1236,1656,2,1970,,2000,11,289000
3418,27134,1,Bungalow,,1621,1092,1,1969,,2004,7,150000
3419,27131,2,Detached,260,1922,2232,2,1977,,2001,11,472500
3420,27137,3,Detached,,1171,2060,3,1989,,2004,2,452500
3421,27137,2,Town,,2123,2255,2,1972,,1997,6,420000
3422,27119,2,Ranch,314,2476,2755,3,1963,,2002,10,430000
3423,27133,3,Ranch,,1228,2035,3,1987,,1998,3,446000
3424,27121,2,Detached,214,1922,1893,1,1976,,1995,1,436000
3425,27133,2,Town,,1493,2057,2,1984,,1999,11,308500
3426,27133,1,Bungalow,,732,562,1,1989,,2001,6,108500
3427,27131,3,Detached,195,1307,2605,3,1980,,1995,9,464000
3428,27115,3,Detached,,1623,1938,3,1987,,2001,11,566000
3429,27133,2,Cottage,,1393,2208,2,1984,,2001,6,293500
3430,27115,3,Detached,,773,1549,3,1973,1987,2002,4,394500
3431,27137,3,Town,,1140,2344,3,1961,1974,1996,1,360500
3432,27137,2,Cottage,,821,1008,2,1986,,2002,2,219500
3433,27127,2,Cottage,,932,1283,2,1967,,1996,10,132500
3434,27134,1,Bungalow,,1018,659,1,1975,,2001,1,107500
3435,27131,3,Detached,,950,1788,3,1981,,1998,3,332000
3436,27119,1,Bungalow,,1875,1163,1,1962,,1996,8,215500
3437,27134,2,Detached,,813,1135,3,1964,1987,1996,8,178500
3438,27133,2,Detached,,1282,2090,2,1962,,2002,8,207000
3439,27119,2,Detached,208,3069,2855,2,1970,,1998,11,554000
3440,27133,2,Farm,,1225,2025,2,1980,,2004,12,259500
3441,27134,2,Town,,1803,2373,2,1967,,2004,4,264500
3442,27121,2,Detached,241,2872,3113,2,1980,,2002,3,757500
3443,27133,2,Farm,,930,1328,2,1970,1983,2003,4,164000
3444,27115,2,Town,,1147,1208,2,1966,,2000,8,281000
3445,27133,1,Bungalow,,660,557,1,1965,1988,2003,9,81500
3446,27121,2,Detached,257,2008,2445,2,1965,1988,2003,6,540000
3447,27133,2,Detached,,921,1328,2,1988,,2001,5,200500
3448,27115,2,Town,222,1624,1597,3,1977,,2003,7,422500
3449,27131,1,Bungalow,,1814,1009,1,1973,,1999,7,244500
3450,27121,1,Bungalow,344,3267,1389,1,1962,,2003,7,376500
3451,27115,2,Town,199,1366,1411,2,1980,,1998,2,403000
3452,27134,2,Detached,,1944,2194,2,1989,,1998,11,483000
3453,27127,1,Bungalow,,1309,1024,1,1984,,2001,10,160500
3454,27121,3,Detached,,1217,1623,3,1970,,1995,4,285000
3455,27133,2,Cottage,233,2941,2919,2,1980,,1997,3,655000
3456,27115,1,Bungalow,,1462,684,1,1967,1979,1995,4,204500
3457,27127,2,Farm,,847,1158,1,1985,,1999,7,152000
3458,27127,1,Bungalow,,1267,919,1,1975,,1998,8,128500
3459,27134,1,Bungalow,,1122,602,1,1971,1987,1995,3,132000
3460,27119,2,Detached,297,2725,2862,2,1962,,1997,8,454500
3461,27133,2,Detached,,1181,1523,1,1967,,2004,3,175500
3462,27119,2,Detached,,1424,1943,2,1961,1984,1997,7,311500
3463,27137,2,Detached,,1023,1086,2,1983,,1997,9,248000
3464,27134,1,Bungalow,,1550,949,1,1960,1989,1998,6,203000
3465,27127,1,Bungalow,,902,713,1,1981,,2001,10,110000
3466,27119,2,Detached,,1192,1487,3,1972,1989,1997,12,299000
3467,27115,1,Bungalow,,1075,529,1,1972,,2003,6,178000
3468,27133,2,Farm,,1036,1705,2,1974,,2001,10,207500
3469,27137,2,Cottage,,1635,1734,2,1965,1985,1998,4,332500
3470,27137,1,Bungalow,,1833,1001,1,1974,,1999,11,239000
3471,27121,2,Detached,271,2372,3047,2,1972,,1995,11,649000
3472,27131,2,Cottage,,1532,2070,2,1982,,2001,7,418000
3473,27131,2,Detached,,2080,2184,3,1968,,1998,7,369000
3474,27121,1,Bungalow,272,2090,1246,1,1965,,2003,5,283000
3475,27137,2,Detached,236,2469,2516,1,1979,,1999,11,499500
3476,27131,1,Bungalow,238,2260,1225,1,1978,,1995,1,287000
3477,27131,2,Detached,,1627,1690,2,1970,,1996,6,317000
3478,27137,2,Farm,,1026,1310,2,1978,,2002,11,249000
3479,27133,2,Detached,234,2278,2069,2,1983,,1996,3,487000
3480,27127,2,Farm,,1003,1558,2,1980,,2004,5,190000
3481,27121,3,Cottage,342,2205,3606,3,1966,,2003,8,610000
3482,27121,2,Detached,,1348,1504,2,1976,1989,1997,5,356000
3483,27127,2,Cottage,,1338,2286,2,1977,,2000,10,268500
3484,27137,2,Town,,2221,2600,1,1985,,1996,4,562500
3485,27121,2,Town,,1614,2046,2,1988,,2002,4,594500
3486,27133,1,Bungalow,,903,686,1,1986,,2000,12,122500
3487,27131,1,Bungalow,,1455,931,1,1965,1982,2000,5,200000
3488,27134,2,Ranch,,1654,2551,2,1964,1986,1998,7,378000
3489,27137,2,Farm,234,2167,2018,1,1986,,1998,8,519500
3490,27119,2,Detached,,721,1157,1,1978,,1998,4,219000
3491,27137,2,Cottage,,1142,1590,1,1969,,2001,4,260000
3492,27133,2,Town,,843,1283,2,1987,,1999,8,187500
3493,27134,2,Detached,,1629,2394,2,1961,,2000,4,230000
3494,27119,2,Town,,1362,2089,1,1977,,1996,3,372500
3495,27127,2,Farm,,1029,1661,2,1975,,1998,5,189000
3496,27127,2,Farm,,992,1419,2,1976,,2001,1,159000
3497,27133,2,Detached,273,2529,2956,3,1981,,1997,8,681500
3498,27133,1,Bungalow,289,2669,1478,1,1988,,1996,9,448500
3499,27131,2,Cottage,,1596,1667,2,1960,1985,2000,6,318500
3500,27134,1,Bungalow,,1143,739,1,1964,1983,1996,5,142000
3501,27119,2,Detached,,798,1020,2,1964,,1996,8,151000
3502,27127,1,Bungalow,,1599,1145,1,1965,,1997,2,126500
3503,27137,3,Cottage,,868,1890,3,1987,,2003,2,402000
3504,27121,3,Detached,263,2282,2686,3,1969,,2001,6,534500
3505,27115,1,Bungalow,272,2350,1171,1,1982,,2004,11,397500
3506,27133,1,Bungalow,286,2690,1471,1,1977,,1998,8,411000
3507,27137,2,Cottage,,1107,1619,2,1981,,2003,9,313000
3508,27119,2,Cottage,209,2028,2461,2,1964,1986,2003,1,446000
3509,27137,3,Detached,314,2396,3940,3,1979,,2001,12,711000
3510,27134,1,Bungalow,208,2419,1290,1,1966,1984,1995,7,278500
3511,27127,1,Bungalow,,1420,974,1,1969,,2004,11,134500
3512,27133,2,Town,,864,1435,2,1961,,1999,8,144000
3513,27127,1,Bungalow,,1060,842,1,1967,,1995,1,93000
3514,27137,2,Detached,230,2874,2918,2,1980,,1995,7,571500
3515,27134,2,Town,,2215,2722,2,1968,1986,1996,3,448000
3516,27137,2,Detached,311,2983,2881,1,1966,1989,1996,7,541500
3517,27115,2,Cottage,500,3821,3372,2,1962,,1999,9,681500
3518,27134,2,Ranch,,1500,2002,2,1970,1987,1999,12,274500
3519,27115,2,Cottage,,2390,2050,3,1965,,1998,2,428500
3520,27133,1,Bungalow,,847,701,1,1968,,2004,2,91500
3521,27127,1,Bungalow,,631,542,1,1961,,1998,3,55500
3522,27119,1,Bungalow,298,2032,1385,1,1974,,1995,4,281000
